Timestamp,System ON,System ON Timestamps,System OFF Timestamps,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),Solar Irradiance (W/m²),Inverter Efficiency (%),System Load (kW),System Fault Alerts,Voltage (V),Current (A),Power Factor,Dust and Dirt Accumulation (g/m²),Battery Low Flag,Battery Full Flag,Customer Profile,User Coordinates,Solar Panels Type,Solar Panels Configuration,Depth of Discharge,Battery Capacity (Wh),Inverter Capacity (kW),Battery Technology
01/12/2024 0:00,TRUE,01/12/2024 0:00,,34.97031219,0,0.460536056,0.529702191,0,90,,FALSE,220,2.093345711,0.9,0.001,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 0:15,TRUE,01/12/2024 0:15,,31.24936042,0,0.44810769,0.417675269,0,90,,FALSE,220,2.036853135,0.9,0.002,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 0:30,TRUE,01/12/2024 0:30,,33.56398432,0,0.493192902,0.294377043,0,90,,FALSE,220,2.241785917,0.9,0.003,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 0:45,FALSE,,01/12/2024 0:45,30.69198708,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.004,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 1:00,FALSE,,01/12/2024 1:00,34.74973539,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.005,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 1:15,FALSE,,01/12/2024 1:15,34.83955497,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.006,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 1:30,FALSE,,01/12/2024 1:30,33.05743223,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.007,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 1:45,FALSE,,01/12/2024 1:45,31.83938125,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.008,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 2:00,FALSE,,01/12/2024 2:00,30.4067034,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.009,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 2:15,FALSE,,01/12/2024 2:15,32.13341817,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.01,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 2:30,FALSE,,01/12/2024 2:30,34.79212419,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.011,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 2:45,FALSE,,01/12/2024 2:45,29.48593633,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.012,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 3:00,FALSE,,01/12/2024 3:00,32.52546195,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.013,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 3:15,FALSE,,01/12/2024 3:15,30.045497,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.014,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 3:30,FALSE,,01/12/2024 3:30,31.91979865,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.015,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 3:45,FALSE,,01/12/2024 3:45,29.18861594,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.016,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 4:00,FALSE,,01/12/2024 4:00,32.09268039,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.017,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 4:15,FALSE,,01/12/2024 4:15,33.0778633,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.018,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 4:30,FALSE,,01/12/2024 4:30,31.14524312,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.019,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 4:45,FALSE,,01/12/2024 4:45,30.83859937,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.02,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 5:00,FALSE,,01/12/2024 5:00,33.73069225,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.021,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 5:15,FALSE,,01/12/2024 5:15,29.68783213,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.022,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 5:30,FALSE,,01/12/2024 5:30,33.54163558,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.023,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 5:45,FALSE,,01/12/2024 5:45,34.1375001,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.024,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 6:00,FALSE,,01/12/2024 6:00,32.27788932,0,0,0.294377043,0,90,,FALSE,220,0,0.9,0.025,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 6:15,FALSE,,01/12/2024 6:15,31.18967784,19.62093877,0,0.299282278,65.40312923,90,,FALSE,220,0,0.9,0.026,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 6:30,FALSE,,01/12/2024 6:30,31.58403997,39.15785767,0,0.309071742,130.5261922,90,,FALSE,220,0,0.9,0.027,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 6:45,TRUE,01/12/2024 6:45,,30.3726072,58.5270966,0.24864975,0.261541079,195.090322,90,,FALSE,220,1.130226135,0.9,0.028,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 7:00,FALSE,,01/12/2024 7:00,29.83669308,77.64571353,0,0.280952508,258.8190451,90,,FALSE,220,0,0.9,0.029,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 7:15,FALSE,,01/12/2024 7:15,29.27654066,96.43183959,0,0.305060467,321.4394653,90,,FALSE,220,0,0.9,0.03,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 7:30,TRUE,01/12/2024 7:30,,31.23521369,114.8050297,0.482332968,0.213178483,382.6834324,90,,FALSE,220,2.192422581,0.9,0.031,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 7:45,FALSE,,01/12/2024 7:45,30.60915932,132.6866071,0,0.246350135,442.2886902,90,,FALSE,220,0,0.9,0.032,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 8:00,FALSE,,01/12/2024 8:00,33.57761655,150,0,0.283850135,500,90,,FALSE,220,0,0.9,0.033,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 8:15,FALSE,,01/12/2024 8:15,30.91167398,166.6710699,0,0.325517902,555.570233,90,,FALSE,220,0,0.9,0.034,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 8:30,TRUE,01/12/2024 8:30,,32.82345335,182.6284287,0.230894153,0.313451471,608.761429,90,,FALSE,220,1.049518877,0.9,0.035,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 8:45,TRUE,01/12/2024 8:45,,34.66937243,197.8037445,0.202689499,0.312230032,659.3458151,90,,FALSE,220,0.921315904,0.9,0.036,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 9:00,TRUE,01/12/2024 9:00,,34.79855047,212.1320344,0.261445641,0.299901631,707.1067812,90,,FALSE,220,1.188389279,0.9,0.037,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 9:15,FALSE,,01/12/2024 9:15,29.08938066,225.5519422,0,0.356289616,751.8398075,90,,FALSE,220,0,0.9,0.038,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 9:30,TRUE,01/12/2024 9:30,,33.29595371,238.0060021,0.381300817,0.320465913,793.3533403,90,,FALSE,220,1.733185532,0.9,0.039,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 9:45,TRUE,01/12/2024 9:45,,30.94406082,249.4408837,0.468505525,0.265699752,831.4696123,90,,FALSE,220,2.129570569,0.9,0.04,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 10:00,FALSE,,01/12/2024 10:00,33.14874625,259.8076211,0,0.330651657,866.0254038,90,,FALSE,220,0,0.9,0.041,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 10:15,TRUE,01/12/2024 10:15,,31.17334677,269.0618225,0.388643585,0.300756217,896.8727415,90,,FALSE,220,1.766561749,0.9,0.042,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 10:30,TRUE,01/12/2024 10:30,,34.6789538,277.1638598,0.263175792,0.304253234,923.8795325,90,,FALSE,220,1.196253601,0.9,0.043,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 10:45,TRUE,01/12/2024 10:45,,31.99417398,284.0790388,0.22539512,0.318924214,946.9301295,90,,FALSE,220,1.024523271,0.9,0.044,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 11:00,TRUE,01/12/2024 11:00,,30.18459194,289.7777479,0.259695659,0.326444736,965.9258263,90,,FALSE,220,1.180434815,0.9,0.045,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 11:15,TRUE,01/12/2024 11:15,,34.39735298,294.2355841,0.245271031,0.338685874,980.7852804,90,,FALSE,220,1.114868325,0.9,0.046,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 11:30,TRUE,01/12/2024 11:30,,33.71118341,297.4334584,0.399415088,0.313190466,991.4448614,90,,FALSE,220,1.815523128,0.9,0.047,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 11:45,TRUE,01/12/2024 11:45,,33.93711963,299.357677,0.35623793,0.298970403,997.8589232,90,,FALSE,220,1.61926332,0.9,0.048,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 12:00,FALSE,,01/12/2024 12:00,33.1153354,300,0,0.373970403,1000,90,,FALSE,220,0,0.9,0.049,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 12:15,TRUE,01/12/2024 12:15,,30.32414525,299.357677,0.255494442,0.384936212,997.8589232,90,,FALSE,220,1.161338373,0.9,0.05,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 12:30,TRUE,01/12/2024 12:30,,29.88867415,297.4334584,0.270438689,0.391684904,991.4448614,90,,FALSE,220,1.229266769,0.9,0.051,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 12:45,TRUE,01/12/2024 12:45,,29.12706812,294.2355841,0.430965681,0.35750238,980.7852804,90,,FALSE,220,1.958934916,0.9,0.052,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 13:00,TRUE,01/12/2024 13:00,,32.85467201,289.7777479,0.450954274,0.317208248,965.9258263,90,,FALSE,220,2.049792155,0.9,0.053,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 13:15,TRUE,01/12/2024 13:15,,30.11800042,284.0790388,0.23109999,0.33045301,946.9301295,90,,FALSE,220,1.050454502,0.9,0.054,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 13:30,TRUE,01/12/2024 13:30,,34.90472625,277.1638598,0.463266151,0.283927438,923.8795325,90,,FALSE,220,2.105755233,0.9,0.055,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 13:45,FALSE,,01/12/2024 13:45,33.62732237,269.0618225,0,0.351192893,896.8727415,90,,FALSE,220,0,0.9,0.056,FALSE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
01/12/2024 14:00,TRUE,01/12/2024 14:00,,31.47981443,259.8076211,0.496359412,0.292054945,866.0254038,90,,FALSE,220,2.256179146,0.9,0.057,TRUE,FALSE,Residential,"9.0001, 7.6331",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
